ID_MATERIELINFO,TYPE,MODELE,GES
LA_MATERIEL_INFO_202410166,Ecran,jusqu'à 23pouces,0.35
LA_MATERIEL_INFO_202410167,PC fixe sans ecran,Optiplex micro,0.174
LA_MATERIEL_INFO_202410168, ,Optiplex micro,0.174
LA_MATERIEL_INFO_202410169, ,iMac pro,0.7000000000000001
NewYork_MATERIEL_INFO_202410160,PC fixe sans ecran,Station de travail (moy),0.6
NewYork_MATERIEL_INFO_202410161, ,Precision 7xxx,0.304
NewYork_MATERIEL_INFO_202410162,Borne wifi,modèle par défaut,0.01
NewYork_MATERIEL_INFO_202410163,PC fixe sans ecran,Precision tower 7xxx,0.555
NewYork_MATERIEL_INFO_202410164,imprimante,Laser A3 (40-99kg),0.96
NewYork_MATERIEL_INFO_202410165,PC portable,Precision 3xxx,0.266
NewYork_MATERIEL_INFO_202410166,PC fixe tout-en-un,modèle par défaut,0.352
NewYork_MATERIEL_INFO_202410167,PC portable, ,0.26
NewYork_MATERIEL_INFO_202410168,PC portable,Precision 5xxx,0.28
Shanghai_MATERIEL_INFO_202410160,PC portable,MacBook pro 13pouces,0.256
Shanghai_MATERIEL_INFO_202410161,PC portable,modèle par défaut,0.26
Shanghai_MATERIEL_INFO_202410162,PC portable,Latitude 5xxx,0.3
Shanghai_MATERIEL_INFO_202410163,Ecran,32pouces et plus,0.59
Shanghai_MATERIEL_INFO_202410164,souris,modèle par défaut,0.005
Shanghai_MATERIEL_INFO_202410165,Smartphone,modèle par défaut,0.063
Shanghai_MATERIEL_INFO_202410166,Ecran,32pouces et plus,0.59
Shanghai_MATERIEL_INFO_202410167,PC fixe sans ecran,Z,0.409
BERLIN_MATERIEL_INFO_202410170,imprimante,Laser A3 (40-99kg),0.96
BERLIN_MATERIEL_INFO_202410171,PC portable,ZBook Studio,0.379
BERLIN_MATERIEL_INFO_202410172, ,Noeud de calcul,1.3
BERLIN_MATERIEL_INFO_202410173,PC fixe tout-en-un,Mac pro,0.9
BERLIN_MATERIEL_INFO_202410174,PC portable,Chromebook 14-15pouces,0.17
BERLIN_MATERIEL_INFO_202410175,PC portable,EliteBook 8xx,0.29
Paris_MATERIEL_INFO_202410170,PC portable,Moyenne 14/15pouces,0.294
Paris_MATERIEL_INFO_202410171,PC fixe sans ecran,Station de travail (moy),0.6
Paris_MATERIEL_INFO_202410172,PC fixe sans ecran,ZHAN,0.264
Paris_MATERIEL_INFO_202410173,PC portable,EliteBook 8xx,0.29
Paris_MATERIEL_INFO_202410174,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_202410175, ,Chromebook 14-15pouces,0.17
Paris_MATERIEL_INFO_202410176, ,iMac 21pouces retina,0.3
Paris_MATERIEL_INFO_202410177,PC fixe sans ecran,Precision tower 3xxx,0.285
Paris_MATERIEL_INFO_202410178,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202410179,Disque dur,modèle par défaut,0.01
Paris_MATERIEL_INFO_2024101710, ,Optiplex All-in-One 3xxx,0.241
Paris_MATERIEL_INFO_2024101711, ,Precision 7xxx,0.304
LONDON_MATERIEL_INFO_202410170,PC fixe sans ecran,Precision tower 5xxx,0.44
LONDON_MATERIEL_INFO_202410171, ,Latitude 3xxx,0.22
LONDON_MATERIEL_INFO_202410172,PC portable,Chromebook 14-15pouces,0.17
LONDON_MATERIEL_INFO_202410173,Borne wifi,modèle par défaut,0.01
LONDON_MATERIEL_INFO_202410174,PC fixe sans ecran,Mac pro,0.9
LONDON_MATERIEL_INFO_202410175, ,Optiplex tower,0.26
LONDON_MATERIEL_INFO_202410176, ,ZHAN,0.264
LONDON_MATERIEL_INFO_202410177,PC portable,EliteBook 10xx,0.223
LA_MATERIEL_INFO_202410173, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202410175,PC fixe sans ecran,OMEN ,0.29
LA_MATERIEL_INFO_202410176, ,Rasberry pi 4,0.015
LA_MATERIEL_INFO_202410177,PC portable,Moyenne 13pouces,0.25
LA_MATERIEL_INFO_202410178,imprimante,Laser A3 (>100kg),1.8
LA_MATERIEL_INFO_202410179,PC fixe tout-en-un,Mac pro,0.9
LA_MATERIEL_INFO_2024101710, ,Chromebook 11-13pouces,0.175
LA_MATERIEL_INFO_2024101711, ,Optiplex All-in-One 5xxx,0.318
LA_MATERIEL_INFO_2024101712, ,modèle par défaut,0.3638875
NewYork_MATERIEL_INFO_202410170, ,Laser A3 (>100kg),1.8
NewYork_MATERIEL_INFO_202410171, ,Transportable,0.094
NewYork_MATERIEL_INFO_202410172,Telephone IP,modèle par défaut,0.017
NewYork_MATERIEL_INFO_202410173,PC portable,Chromebook 11-13pouces,0.175
NewYork_MATERIEL_INFO_202410174,PC fixe sans ecran,Optiplex tower,0.26
NewYork_MATERIEL_INFO_202410175,Ecran,24pouces-31pouces,0.43
NewYork_MATERIEL_INFO_202410176,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_202410177,PC fixe sans ecran,Optiplex tower,0.26
Shanghai_MATERIEL_INFO_202410170,PC fixe sans ecran,Wyse thin client,0.069
Shanghai_MATERIEL_INFO_202410171, ,Latitude 7xxx,0.264
Shanghai_MATERIEL_INFO_202410172,Smartphone, ,0.063
Shanghai_MATERIEL_INFO_202410173,Station d'accueil,modèle par défaut,0.026
Shanghai_MATERIEL_INFO_202410174,PC portable,EliteBook 8xx,0.29
Shanghai_MATERIEL_INFO_202410175,PC fixe sans ecran,modèle par défaut,0.35
BERLIN_MATERIEL_INFO_202410180,Borne wifi,modèle par défaut,0.01
BERLIN_MATERIEL_INFO_202410181,PC portable,OMEN ,0.29
BERLIN_MATERIEL_INFO_202410182,PC portable,ProBook ,0.226
BERLIN_MATERIEL_INFO_202410183,PC fixe sans ecran,modèle par défaut,0.35
Paris_MATERIEL_INFO_202410180,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
Paris_MATERIEL_INFO_202410181,PC fixe tout-en-un, ,0.352
Paris_MATERIEL_INFO_202410182,PC portable,Precision 5xxx,0.28
Paris_MATERIEL_INFO_202410183,Borne wifi,modèle par défaut,0.01
Paris_MATERIEL_INFO_202410184,PC fixe sans ecran,Z,0.409
LONDON_MATERIEL_INFO_202410180,souris,modèle par défaut,0.005
LONDON_MATERIEL_INFO_202410181, ,modèle par défaut,0.3638875
LONDON_MATERIEL_INFO_202410182,PC fixe tout-en-un,iMac 21pouces,0.29
LONDON_MATERIEL_INFO_202410183,Ecran,modèle par défaut,0.43
LONDON_MATERIEL_INFO_202410184,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
LONDON_MATERIEL_INFO_202410185,PC portable,Moyenne 14/15pouces,0.294
LONDON_MATERIEL_INFO_202410186,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LONDON_MATERIEL_INFO_202410187,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202410188,PC portable,Victus,0.267
LONDON_MATERIEL_INFO_202410189,PC fixe tout-en-un, ,0.352
LONDON_MATERIEL_INFO_2024101810,PC fixe sans ecran,Precision tower 3xxx,0.285
LONDON_MATERIEL_INFO_2024101811,PC portable,Victus,0.267
LONDON_MATERIEL_INFO_2024101812,Vidéo projecteur,Pour amphi,0.2
LA_MATERIEL_INFO_202410180,Ecran,24pouces-31pouces,0.43
LA_MATERIEL_INFO_202410181,PC fixe sans ecran,ZHAN,0.264
LA_MATERIEL_INFO_202410182,Tablette,modèle par défaut,0.15
NewYork_MATERIEL_INFO_202410180,PC portable,Moyenne 13pouces,0.25
NewYork_MATERIEL_INFO_202410181,PC portable,ProBook ,0.226
Shanghai_MATERIEL_INFO_202410180,PC fixe sans ecran,PC Fixe (moy),0.3
Shanghai_MATERIEL_INFO_202410181,Vidéo projecteur,Pour amphi,0.2
BERLIN_MATERIEL_INFO_202410190,PC portable,Moyenne 17pouces,0.365
Paris_MATERIEL_INFO_202410190, ,Moyenne 14/15pouces,0.294
Paris_MATERIEL_INFO_202410191,PC portable,Precision 7xxx,0.304
LONDON_MATERIEL_INFO_202410190,PC fixe tout-en-un,iMac 27pouces retina,0.45
LONDON_MATERIEL_INFO_202410191,Ecran,modèle par défaut,0.43
LONDON_MATERIEL_INFO_202410192,PC fixe tout-en-un,modèle par défaut,0.352
LONDON_MATERIEL_INFO_202410193,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202410194,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202410195,Vidéo projecteur,Pour salle,0.15
LONDON_MATERIEL_INFO_202410196,Tablette,modèle par défaut,0.15
LONDON_MATERIEL_INFO_202410197, ,Moyenne 14/15pouces,0.294
LA_MATERIEL_INFO_202410190,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_202410190,Vidéo projecteur,Transportable,0.094
NewYork_MATERIEL_INFO_202410191,PC fixe sans ecran,OMEN ,0.29
NewYork_MATERIEL_INFO_202410192, ,MacBook pro 13pouces,0.256
NewYork_MATERIEL_INFO_202410193,PC fixe sans ecran,Elite mini,0.137
NewYork_MATERIEL_INFO_202410194,PC fixe sans ecran, ,0.35
NewYork_MATERIEL_INFO_202410195, ,Optiplex All-in-One 7xxx,0.382
NewYork_MATERIEL_INFO_202410196,PC fixe sans ecran, ,0.35
Shanghai_MATERIEL_INFO_202410190,PC portable,modèle par défaut,0.26
Shanghai_MATERIEL_INFO_202410191,PC fixe tout-en-un, ,0.352
Shanghai_MATERIEL_INFO_202410192,PC portable,ProBook ,0.226
Shanghai_MATERIEL_INFO_202410193,PC fixe sans ecran,Precision tower 3xxx,0.285
Shanghai_MATERIEL_INFO_202410194,PC fixe sans ecran,Optiplex micro,0.174
Shanghai_MATERIEL_INFO_202410195,PC portable,Moyenne 14/15pouces,0.294
Shanghai_MATERIEL_INFO_202410196,PC fixe sans ecran,OMEN ,0.29
Shanghai_MATERIEL_INFO_202410197, ,iMac 21pouces retina,0.3
Shanghai_MATERIEL_INFO_202410198,Telephone IP,modèle par défaut,0.017
Shanghai_MATERIEL_INFO_202410199,PC portable,Victus,0.267
Shanghai_MATERIEL_INFO_2024101910,Ecran,jusqu'à 23pouces,0.35
Shanghai_MATERIEL_INFO_2024101911,PC portable,modèle par défaut,0.26
Shanghai_MATERIEL_INFO_2024101912,PC portable, ,0.26
Shanghai_MATERIEL_INFO_2024101913,Tablette,modèle par défaut,0.15
BERLIN_MATERIEL_INFO_202410200,PC fixe tout-en-un,iMac pro,0.7000000000000001
BERLIN_MATERIEL_INFO_202410201, ,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202410200,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_202410201, ,Latitude 7xxx,0.264
Paris_MATERIEL_INFO_202410202,PC fixe sans ecran,Optiplex micro,0.174
Paris_MATERIEL_INFO_202410203,Serveur,Modèle par défaut,1.3
Paris_MATERIEL_INFO_202410204,PC portable,modèle par défaut,0.26
Paris_MATERIEL_INFO_202410205,PC portable,ZBook Studio,0.379
LONDON_MATERIEL_INFO_202410200,Ecran,24pouces-31pouces,0.43
LONDON_MATERIEL_INFO_202410201, ,modèle par défaut,0.3638875
LONDON_MATERIEL_INFO_202410202,PC portable, ,0.26
LA_MATERIEL_INFO_202410200,Ecran,modèle par défaut,0.43
LA_MATERIEL_INFO_202410202,PC portable,OMEN ,0.29
LA_MATERIEL_INFO_202410203,PC fixe sans ecran, ,0.35
LA_MATERIEL_INFO_202410204, ,32pouces et plus,0.59
LA_MATERIEL_INFO_202410205,PC fixe sans ecran,ZHAN,0.264
LA_MATERIEL_INFO_202410206,PC portable,ProBook ,0.226
LA_MATERIEL_INFO_202410207,Smartphone,modèle par défaut,0.063
LA_MATERIEL_INFO_202410208, ,ZHAN,0.264
LA_MATERIEL_INFO_202410209, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_2024102010,PC portable,MacBook air retina,0.176
NewYork_MATERIEL_INFO_202410200,PC portable,EliteBook 8xx,0.29
NewYork_MATERIEL_INFO_202410201,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
NewYork_MATERIEL_INFO_202410202,imprimante,modèle par défaut,0.5
NewYork_MATERIEL_INFO_202410203,PC portable,MacBook pro 15/16pouces,0.33
NewYork_MATERIEL_INFO_202410204,PC portable,Latitude 7xxx,0.264
NewYork_MATERIEL_INFO_202410205,PC fixe sans ecran,Wyse thin client,0.069
NewYork_MATERIEL_INFO_202410206,Tablette,modèle par défaut,0.15
Shanghai_MATERIEL_INFO_202410200,PC fixe tout-en-un,Mac pro,0.9
Shanghai_MATERIEL_INFO_202410201,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
Shanghai_MATERIEL_INFO_202410202,imprimante,Laser à poser (<40kg),0.43
Shanghai_MATERIEL_INFO_202410203,Serveur,Noeud de calcul,1.3
Shanghai_MATERIEL_INFO_202410204,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Shanghai_MATERIEL_INFO_202410205,imprimante,Laser A3 (40-99kg),0.96
Shanghai_MATERIEL_INFO_202410206,Ecran,modèle par défaut,0.43
BERLIN_MATERIEL_INFO_202410210,PC portable,EliteBook 8xx,0.29
BERLIN_MATERIEL_INFO_202410211,PC fixe sans ecran,Mac mini,0.27
BERLIN_MATERIEL_INFO_202410212,PC portable,EliteBook 8xx,0.29
Paris_MATERIEL_INFO_202410210,PC portable,Latitude 7xxx,0.264
Paris_MATERIEL_INFO_202410211, ,Modèle par défaut,1.3
Paris_MATERIEL_INFO_202410212,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
Paris_MATERIEL_INFO_202410213,Borne wifi,modèle par défaut,0.01
Paris_MATERIEL_INFO_202410214,PC portable,Chromebook 14-15pouces,0.17
Paris_MATERIEL_INFO_202410215,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202410210,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LONDON_MATERIEL_INFO_202410211,PC fixe sans ecran,ProDesk mini/DM,0.1
LA_MATERIEL_INFO_202410210,PC portable,Latitude 5xxx,0.3
LA_MATERIEL_INFO_202410211,PC portable,Chromebook 14-15pouces,0.17
NewYork_MATERIEL_INFO_202410210,Serveur,Modèle par défaut,1.3
NewYork_MATERIEL_INFO_202410211,Smartphone,modèle par défaut,0.063
NewYork_MATERIEL_INFO_202410212,Serveur, ,0.3638875
NewYork_MATERIEL_INFO_202410213,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_202410214, ,Latitude 5xxx,0.3
NewYork_MATERIEL_INFO_202410215,PC fixe sans ecran,Wyse thin client,0.069
NewYork_MATERIEL_INFO_202410216,PC portable,Chromebook 11-13pouces,0.175
NewYork_MATERIEL_INFO_202410217,PC fixe sans ecran,Mac pro,0.9
NewYork_MATERIEL_INFO_202410218,PC fixe sans ecran, ,0.35
NewYork_MATERIEL_INFO_202410219,PC portable,MacBook air pre-retina,0.31
NewYork_MATERIEL_INFO_2024102110,PC fixe sans ecran,Precision tower 3xxx,0.285
NewYork_MATERIEL_INFO_2024102111,PC fixe tout-en-un,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202410210,PC fixe sans ecran,ProDesk mini/DM,0.1
Shanghai_MATERIEL_INFO_202410211,PC fixe tout-en-un,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202410212,PC fixe sans ecran,EliteDesk DM,0.23
BERLIN_MATERIEL_INFO_202410220,Tablette,modèle par défaut,0.15
BERLIN_MATERIEL_INFO_202410221,PC portable,MacBook air pre-retina,0.31
Paris_MATERIEL_INFO_202410220,Ecran,modèle par défaut,0.43
Paris_MATERIEL_INFO_202410221,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Paris_MATERIEL_INFO_202410222,imprimante,modèle par défaut,0.5
Paris_MATERIEL_INFO_202410223,PC fixe sans ecran,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202410224,Ecran,jusqu'à 23pouces,0.35
Paris_MATERIEL_INFO_202410225, ,Victus,0.267
Paris_MATERIEL_INFO_202410226,PC fixe sans ecran,Station de travail (moy),0.6
Paris_MATERIEL_INFO_202410227,PC portable,Chromebook 11-13pouces,0.175
Paris_MATERIEL_INFO_202410228,PC fixe sans ecran, ,0.35
LONDON_MATERIEL_INFO_202410220,imprimante,Laser A3 (40-99kg),0.96
LA_MATERIEL_INFO_202410220,imprimante, ,0.5
NewYork_MATERIEL_INFO_202410220,PC fixe sans ecran,Mac pro,0.9
NewYork_MATERIEL_INFO_202410221,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_202410222, ,Station de travail (moy),0.6
NewYork_MATERIEL_INFO_202410223, ,Mac pro,0.9
NewYork_MATERIEL_INFO_202410224,PC fixe sans ecran,Elite mini,0.137
Shanghai_MATERIEL_INFO_202410220,Ecran,modèle par défaut,0.43
Shanghai_MATERIEL_INFO_202410221,PC portable,Chromebook 14-15pouces,0.17
Shanghai_MATERIEL_INFO_202410222,PC fixe sans ecran,Optiplex small,0.24
Shanghai_MATERIEL_INFO_202410223, ,Precision tower 5xxx,0.44
Shanghai_MATERIEL_INFO_202410224,PC fixe tout-en-un,iMac pro,0.7000000000000001
Shanghai_MATERIEL_INFO_202410225,PC portable,Latitude 3xxx,0.22
Shanghai_MATERIEL_INFO_202410226,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_202410227,Ecran,24pouces-31pouces,0.43
Shanghai_MATERIEL_INFO_202410228,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Shanghai_MATERIEL_INFO_202410229, ,EliteBook 8xx,0.29
Shanghai_MATERIEL_INFO_2024102210,Telephone IP,modèle par défaut,0.017
Shanghai_MATERIEL_INFO_2024102211, ,EliteBook 10xx,0.223
Shanghai_MATERIEL_INFO_2024102212, ,Optiplex small,0.24
Shanghai_MATERIEL_INFO_2024102213,Vidéo projecteur,modèle par défaut,0.094
BERLIN_MATERIEL_INFO_202410230,clavier,modèle par défaut,0.024
BERLIN_MATERIEL_INFO_202410231,PC fixe sans ecran,OMEN ,0.29
BERLIN_MATERIEL_INFO_202410232,imprimante,Laser A3 (40-99kg),0.96
Paris_MATERIEL_INFO_202410230, ,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202410231,PC fixe sans ecran,ProDesk mini/DM,0.1
Paris_MATERIEL_INFO_202410232,PC portable,OMEN ,0.29
Paris_MATERIEL_INFO_202410233, ,Noeud de calcul,1.3
Paris_MATERIEL_INFO_202410234,Vidéo projecteur,Transportable,0.094
Paris_MATERIEL_INFO_202410235, ,Serveur de stockage,2.5
Paris_MATERIEL_INFO_202410236,PC portable,Moyenne 13pouces,0.25
Paris_MATERIEL_INFO_202410237,PC fixe tout-en-un,iMac pro,0.7000000000000001
Paris_MATERIEL_INFO_202410238, ,EliteBook 6xx,0.175
Paris_MATERIEL_INFO_202410239,PC fixe sans ecran,PC Fixe (moy),0.3
Paris_MATERIEL_INFO_2024102310, ,Chromebook 11-13pouces,0.175
Paris_MATERIEL_INFO_2024102311, ,Z,0.409
Paris_MATERIEL_INFO_2024102312,PC portable,MacBook air retina,0.176
LONDON_MATERIEL_INFO_202410230,imprimante,modèle par défaut,0.5
LONDON_MATERIEL_INFO_202410231,Serveur,Serveur de stockage,2.5
LONDON_MATERIEL_INFO_202410232, ,iMac 21pouces,0.29
LONDON_MATERIEL_INFO_202410233,Telephone IP,modèle par défaut,0.017
LONDON_MATERIEL_INFO_202410234,PC fixe tout-en-un,modèle par défaut,0.352
LONDON_MATERIEL_INFO_202410235,PC portable,Precision 7xxx,0.304
LA_MATERIEL_INFO_202410230,Borne wifi,modèle par défaut,0.01
LA_MATERIEL_INFO_202410231,PC fixe tout-en-un,iMac 21pouces,0.29
LA_MATERIEL_INFO_202410232,Vidéo projecteur,modèle par défaut,0.094
LA_MATERIEL_INFO_202410234,PC fixe sans ecran,Optiplex micro,0.174
LA_MATERIEL_INFO_202410235,PC portable,EliteBook 10xx,0.223
NewYork_MATERIEL_INFO_202410230,PC portable,Latitude 7xxx,0.264
Shanghai_MATERIEL_INFO_202410230, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202410231,PC fixe sans ecran,Wyse thin client,0.069
Shanghai_MATERIEL_INFO_202410232,PC fixe sans ecran,Wyse thin client,0.069
Shanghai_MATERIEL_INFO_202410233,Borne wifi,modèle par défaut,0.01
Shanghai_MATERIEL_INFO_202410234, ,Transportable,0.094
Shanghai_MATERIEL_INFO_202410235,PC fixe sans ecran,OMEN ,0.29
Shanghai_MATERIEL_INFO_202410236, ,jusqu'à 23pouces,0.35
Shanghai_MATERIEL_INFO_202410237,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_202410238,imprimante,Laser à poser (<40kg),0.43
BERLIN_MATERIEL_INFO_202410240,Vidéo projecteur,Transportable,0.094
Paris_MATERIEL_INFO_202410240,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Paris_MATERIEL_INFO_202410241,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_202410242,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_202410243,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_202410244,Serveur,Modèle par défaut,1.3
Paris_MATERIEL_INFO_202410245,PC portable,EliteBook 10xx,0.223
Paris_MATERIEL_INFO_202410246,PC portable,Latitude 3xxx,0.22
Paris_MATERIEL_INFO_202410247,PC portable,MacBook pro 15/16pouces,0.33
Paris_MATERIEL_INFO_202410248,PC portable,modèle par défaut,0.26
Paris_MATERIEL_INFO_202410249,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_2024102410,PC fixe tout-en-un,Mac pro,0.9
Paris_MATERIEL_INFO_2024102411, ,Optiplex micro,0.174
Paris_MATERIEL_INFO_2024102412,PC fixe tout-en-un,iMac 27pouces retina,0.45
LONDON_MATERIEL_INFO_202410240, ,Mac mini,0.27
LONDON_MATERIEL_INFO_202410241,PC fixe sans ecran,ZHAN,0.264
LONDON_MATERIEL_INFO_202410242,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202410243,Ecran,24pouces-31pouces,0.43
LONDON_MATERIEL_INFO_202410244,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
LA_MATERIEL_INFO_202410242,Disque dur,modèle par défaut,0.01
LA_MATERIEL_INFO_202410243,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_202410240,Tablette,modèle par défaut,0.15
NewYork_MATERIEL_INFO_202410241,Ecran,modèle par défaut,0.43
NewYork_MATERIEL_INFO_202410242,PC portable,MacBook air,0.25
NewYork_MATERIEL_INFO_202410243,imprimante,Laser à poser (<40kg),0.43
NewYork_MATERIEL_INFO_202410244, ,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202410240, ,jusqu'à 23pouces,0.35
Shanghai_MATERIEL_INFO_202410241, ,Precision 7xxx,0.304
Shanghai_MATERIEL_INFO_202410242,PC fixe tout-en-un, ,0.352
Shanghai_MATERIEL_INFO_202410243,PC fixe sans ecran,Z,0.409
Shanghai_MATERIEL_INFO_202410244,PC fixe sans ecran,Wyse thin client,0.069
Shanghai_MATERIEL_INFO_202410245,PC portable,Victus,0.267
Shanghai_MATERIEL_INFO_202410246,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_202410247, ,Optiplex All-in-One 3xxx,0.241
BERLIN_MATERIEL_INFO_202410250,clavier,modèle par défaut,0.024
BERLIN_MATERIEL_INFO_202410251,PC fixe tout-en-un,iMac 21pouces retina,0.3
Paris_MATERIEL_INFO_202410250,PC fixe sans ecran,Mac mini,0.27
Paris_MATERIEL_INFO_202410251,PC portable,MacBook air,0.25
Paris_MATERIEL_INFO_202410252,PC portable, ,0.26
Paris_MATERIEL_INFO_202410253, ,Station de travail (moy),0.6
Paris_MATERIEL_INFO_202410254,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
Paris_MATERIEL_INFO_202410255,Tablette,modèle par défaut,0.15
Paris_MATERIEL_INFO_202410256,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Paris_MATERIEL_INFO_202410257, ,Elite mini,0.137
Paris_MATERIEL_INFO_202410258,Vidéo projecteur,Pour amphi,0.2
Paris_MATERIEL_INFO_202410259,PC fixe sans ecran,Precision tower 5xxx,0.44
LONDON_MATERIEL_INFO_202410250,PC portable,Latitude 3xxx,0.22
LONDON_MATERIEL_INFO_202410251,PC fixe sans ecran, ,0.35
LONDON_MATERIEL_INFO_202410252,Ecran,modèle par défaut,0.43
LONDON_MATERIEL_INFO_202410253,PC portable,ZBook Studio,0.379
LONDON_MATERIEL_INFO_202410254, ,EliteBook 8xx,0.29
LONDON_MATERIEL_INFO_202410255,PC portable,Chromebook 14-15pouces,0.17
LONDON_MATERIEL_INFO_202410256,PC fixe tout-en-un,iMac pro,0.7000000000000001
LA_MATERIEL_INFO_202410252,PC portable,Moyenne 17pouces,0.365
NewYork_MATERIEL_INFO_202410250,Vidéo projecteur,Pour amphi,0.2
NewYork_MATERIEL_INFO_202410251, ,MacBook air,0.25
NewYork_MATERIEL_INFO_202410252, ,Optiplex All-in-One 7xxx,0.382
NewYork_MATERIEL_INFO_202410253,souris,modèle par défaut,0.005
NewYork_MATERIEL_INFO_202410254,PC portable, ,0.26
NewYork_MATERIEL_INFO_202410255,PC fixe sans ecran,Precision tower 5xxx,0.44
NewYork_MATERIEL_INFO_202410256,PC portable,MacBook air,0.25
NewYork_MATERIEL_INFO_202410257,PC fixe sans ecran,modèle par défaut,0.35
NewYork_MATERIEL_INFO_202410258,imprimante,Laser A3 (40-99kg),0.96
NewYork_MATERIEL_INFO_202410259,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_2024102510,Telephone IP,modèle par défaut,0.017
NewYork_MATERIEL_INFO_2024102511,Vidéo projecteur,Pour amphi,0.2
NewYork_MATERIEL_INFO_2024102512, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202410250,PC portable,MacBook air pre-retina,0.31
BERLIN_MATERIEL_INFO_202410260, ,iMac 27pouces retina,0.45
BERLIN_MATERIEL_INFO_202410261,PC fixe tout-en-un,iMac 21pouces,0.29
BERLIN_MATERIEL_INFO_202410262,PC portable, ,0.26
Paris_MATERIEL_INFO_202410260,PC fixe sans ecran,ProDesk mini/DM,0.1
Paris_MATERIEL_INFO_202410261,PC portable,OMEN ,0.29
LONDON_MATERIEL_INFO_202410260,PC fixe sans ecran,Mac pro,0.9
LONDON_MATERIEL_INFO_202410261,PC portable,MacBook air pre-retina,0.31
LONDON_MATERIEL_INFO_202410262, ,Precision tower 5xxx,0.44
LONDON_MATERIEL_INFO_202410263,imprimante,Laser à poser (<40kg),0.43
LONDON_MATERIEL_INFO_202410264,PC fixe tout-en-un,iMac 21pouces,0.29
LONDON_MATERIEL_INFO_202410265, ,Precision tower 3xxx,0.285
LONDON_MATERIEL_INFO_202410266,Serveur,Noeud de calcul,1.3
LONDON_MATERIEL_INFO_202410267,PC fixe tout-en-un,iMac 21pouces retina,0.3
LONDON_MATERIEL_INFO_202410268, ,Chromebook 11-13pouces,0.175
LONDON_MATERIEL_INFO_202410269,PC fixe sans ecran,Mac mini,0.27
LONDON_MATERIEL_INFO_2024102610, ,modèle par défaut,0.3638875
LONDON_MATERIEL_INFO_2024102611,PC fixe sans ecran,Optiplex micro,0.174
LONDON_MATERIEL_INFO_2024102612,PC fixe tout-en-un,Mac pro,0.9
LA_MATERIEL_INFO_202410260,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
LA_MATERIEL_INFO_202410261, ,Serveur de stockage,2.5
